NAME,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,LOCERROR,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,OBJECTID,SHAPE,SHAPELEN
Primary Route,11036722,1079.318,1146.579,2019/01/01 00:00:00+00,,{B6E4B4FF-108E-4F44-B68A-494325916675},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152401,,0
Primary Route,11036722,894.41,924.99,2019/01/01 00:00:00+00,,{A349F696-8975-42E2-A7F9-C5699AF5CEC9},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152402,,0
Primary Route,11036722,3347.213,3413.516,2019/01/01 00:00:00+00,,{1275B4E9-F30A-47F8-B4D0-B9297039B10A},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152403,,0
Primary Route,11036722,75.825,237.063,2019/01/01 00:00:00+00,,{771EA494-95D3-4D76-89B5-400A4B855E1B},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152404,,0
Primary Route,11036722,924.99,975.603,2019/01/01 00:00:00+00,,{DA08F1E8-254E-4664-97CF-428FCC9F8E8B},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152405,,0
Primary Route,11036722,605.16,672.303,2019/01/01 00:00:00+00,,{F2B180A9-7AB2-4CA4-9605-5FD462B7ED2C},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152406,,0
Primary Route,11036722,3745.587,3783.777,2019/01/01 00:00:00+00,,{D13FF29B-E78D-4486-8887-745DACAAC322},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152407,,0
Primary Route,11036722,420.403,497.13,2019/01/01 00:00:00+00,,{16B5FA1F-B2BD-4768-9C49-1EBEB09D2E33},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152408,,0
Primary Route,11036722,695.938,767.202,2019/01/01 00:00:00+00,,{32184F4D-7E5D-47DD-8049-34D2E634BB5A},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152409,,0
Primary Route,11036722,1200.214,1268.438,2019/01/01 00:00:00+00,,{66BD912D-2EA8-474A-88E8-221745150AEB},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152410,,0
Primary Route,11036722,975.603,1079.318,2019/01/01 00:00:00+00,,{DD5520AF-8236-4475-9A4F-A794D2970855},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152411,,0
Primary Route,11036722,3870.752,4034.288,2019/01/01 00:00:00+00,,{C1C60B3E-6D0C-4705-9B5E-FD167D050517},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152412,,0
Primary Route,11036722,3689.969,3745.587,2019/01/01 00:00:00+00,,{44C98672-B1E2-4213-A276-5E8EE5221DF1},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152413,,0
Primary Route,11036722,497.13,605.16,2019/01/01 00:00:00+00,,{BD0AB9C0-2AA8-49D8-8771-2D63EA734F70},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152414,,0
Primary Route,11036722,0,75.825,2019/01/01 00:00:00+00,,{02FBCADA-23F1-4A3A-A264-5BB5DD395752},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152415,,0
Primary Route,11036722,237.063,306.776,2019/01/01 00:00:00+00,,{1597350F-1382-47CA-AE7C-99DB4EFAA06B},NO ERROR,,,RH,2023/07/07 17:15:35+00,,152416,,0
Primary Route,11057852,3334.8016,3447.2582,2019/01/01 00:00:00+00,,{45DC3259-C080-492A-86BB-A06310F4FE8B},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152417,,0
Primary Route,11057852,3723.6968,3849.7736,2019/01/01 00:00:00+00,,{E3749340-B7A5-46A9-9C37-10F06785AC2A},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152418,,0
Primary Route,11057852,3849.7736,4046.1019,2019/01/01 00:00:00+00,,{43E47500-DAA0-48D0-81C8-EC3886B7C34C},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152419,,0
Primary Route,11057852,2707.4883,2860.3679,2019/01/01 00:00:00+00,,{5AE05F7F-97BF-4032-9353-8E2D71D37D7E},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152420,,0
Primary Route,11057852,4319.6186,4408.3209,2019/01/01 00:00:00+00,,{0DA83CF3-D13E-4FE3-A1A8-5A70F1D8082E},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152421,,0
Primary Route,11057852,4141.5199,4233.3614,2019/01/01 00:00:00+00,,{3F77E25A-1BCC-4514-9A4F-F6F9CCA611F4},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152422,,0
Primary Route,11057852,5054.1706,5083.2402,2019/01/01 00:00:00+00,,{56F423A0-A8EF-4B06-97C3-A88A4B5C436C},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152423,,0
Primary Route,11057852,4765.0333,4829.7041,2019/01/01 00:00:00+00,,{63E17F08-37F5-4BAC-A9A5-E3F7B5292EB1},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152424,,0
Primary Route,11057852,2985.9936,3137.9956,2019/01/01 00:00:00+00,,{1A681E6F-E8AE-4605-B646-B86D73642EE4},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152425,,0
Primary Route,11057852,1902.9024,2089.9559,2019/01/01 00:00:00+00,,{29B4C45B-287D-4FE8-8D37-237BFDD95622},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152426,,0
Primary Route,11057852,3559.942,3723.6968,2019/01/01 00:00:00+00,,{5D1AAD8E-2095-4A07-99B3-A922A9E5F387},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152427,,0
Primary Route,11057852,3137.9956,3218.332,2019/01/01 00:00:00+00,,{2C57E876-6103-4FEC-9C4C-88424B7317F1},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152428,,0
Primary Route,11057852,5083.2402,5193.4136,2019/01/01 00:00:00+00,,{66934FA2-2E2C-4965-8CC4-8D70D5446779},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152429,,0
Primary Route,11057852,2260.343,2430.978,2019/01/01 00:00:00+00,,{5601891F-A81F-4CE8-919B-39AF2E2D747F},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152430,,0
Primary Route,11057852,4829.7041,4984.9647,2019/01/01 00:00:00+00,,{20F84790-2735-4415-B26B-1EAAD7F87A60},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152431,,0
Primary Route,11057852,3447.2582,3559.942,2019/01/01 00:00:00+00,,{ED2E1A20-D280-47C2-B6FA-5E456D068F70},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152432,,0
Primary Route,11057852,2430.978,2658.8227,2019/01/01 00:00:00+00,,{B6778C73-98AF-41C8-889C-23959BDCAE6D},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152433,,0
Primary Route,11057852,2658.8227,2707.4883,2019/01/01 00:00:00+00,,{A6729881-C50A-497B-A080-CDFAF7FF3FB2},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152434,,0
Primary Route,11057852,4984.9647,5054.1706,2019/01/01 00:00:00+00,,{3D3FB8F5-ED6E-48EB-8824-85B9D2FA2A72},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152435,,0
Primary Route,11057852,4755.0212,4765.0333,2019/01/01 00:00:00+00,,{B8497C23-E4FA-4E90-B8BD-8F245EEDDE58},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152436,,0
Primary Route,11057912,2502.5648,2525.0944,2019/01/01 00:00:00+00,,{8B08AF57-5119-4770-8D70-29843948383E},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152437,,0
Primary Route,11057912,4215.3562,4365.0628,2019/01/01 00:00:00+00,,{9F755F94-EDC7-4B12-AA8C-F8EE18EB05B2},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152438,,0
Primary Route,11057912,117.4719,322.3016,2019/01/01 00:00:00+00,,{CC0B5387-BAD4-4DBE-9886-3AADFD59E5F3},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152439,,0
Primary Route,11057912,2138.0083,2157.2146,2019/01/01 00:00:00+00,,{195835DB-9BC0-42C3-BF6E-A1BC5EB7D8F8},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152440,,0
Primary Route,11057912,2867.2138,3062.2622,2019/01/01 00:00:00+00,,{FB6FA67E-E5F4-4DAB-80B2-13A7CCE861F8},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152441,,0
Primary Route,11057912,3606.4353,3631.3895,2019/01/01 00:00:00+00,,{BC012290-BBBE-4CE0-8B8E-66A42DF578E4},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152442,,0
Primary Route,11057912,3631.3895,3806.3429,2019/01/01 00:00:00+00,,{03CE7EF7-5A8A-4F38-BDFF-568B94BB3FBA},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152443,,0
Primary Route,11057912,322.3016,542.0654,2019/01/01 00:00:00+00,,{F08CEAE0-9DCF-416B-9E21-A7E4D967F601},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152444,,0
Primary Route,11057912,3806.3429,3956.6105,2019/01/01 00:00:00+00,,{F9DED453-1B25-467E-B94C-EA0A74CEBF5E},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152445,,0
Primary Route,11057912,2157.2146,2246.3413,2019/01/01 00:00:00+00,,{E23FF1A4-8349-4C3A-A2EF-1A208BE1ABAF},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152446,,0
Primary Route,11057912,2525.0944,2610.4888,2019/01/01 00:00:00+00,,{2F65C8A1-082C-4060-87FB-F17DF2F78FBE},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152448,,0
Primary Route,11057912,542.0654,605.1656,2019/01/01 00:00:00+00,,{61770580-293D-45A9-97CB-8792931A1AB5},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152449,,0
Primary Route,11057912,1621.5884,1814.1483,2019/01/01 00:00:00+00,,{1156380D-79A4-4F7A-B530-4570EAB25AD8},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152450,,0
Primary Route,11057912,2687.5128,2867.2138,2019/01/01 00:00:00+00,,{9A11039C-721D-49D7-8500-7A0BE15AB50B},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152451,,0
Primary Route,11057912,1889.0714,1992.8272,2019/01/01 00:00:00+00,,{6CFBF88A-9D96-4BCB-B44F-84AE7C9A1C14},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152452,,0
Primary Route,11057912,1160.252,1485.3926,2019/01/01 00:00:00+00,,{215E5EC4-B0CD-44B0-BBFF-7AEE67D4D54B},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152453,,0
Primary Route,11057912,2610.4888,2687.5128,2019/01/01 00:00:00+00,,{CAC90EBB-4C47-4FC9-A38B-67DACE0B1FE6},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152454,,0
Primary Route,11057912,0,117.4719,2019/01/01 00:00:00+00,,{605D7741-C8E5-4807-8378-82A8D8EB0B68},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152455,,0
Primary Route,11057912,2275.5996,2502.5648,2019/01/01 00:00:00+00,,{C2185C8E-79FF-438E-A35B-BA015CFE2D89},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152456,,0
Primary Route,11057912,3218.8884,3341.7018,2019/01/01 00:00:00+00,,{637130AB-C563-4DBC-ABFC-63BB1C680B95},NO ERROR,,,RH,2020/09/21 13:01:02+00,,152457,,0
Primary Route,11037892,0,170.2899,2019/01/01 00:00:00+00,,{8497A3B5-5B0D-4938-A8F5-D9763025BBF6},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152458,,0
Primary Route,11040042,5732.2226,5854.0599,2019/01/01 00:00:00+00,,{C9177C54-B4AC-494D-8A1A-BA0B5287A6F2},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152459,,0
Primary Route,11040042,166.3103,302.9705,2019/01/01 00:00:00+00,,{D0BEA6D1-31B6-461D-84A4-A4403E4D9508},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152460,,0
Primary Route,11040042,3583.901,3666.0084,2019/01/01 00:00:00+00,,{35DC079A-B92F-4FC7-B636-157987A92739},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152461,,0
Primary Route,11040042,1999.1938,2035.5969,2019/01/01 00:00:00+00,,{543E56A5-341C-425F-82DB-E9E893BD3565},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152462,,0
Primary Route,11040042,1170.4817,1222.314,2019/01/01 00:00:00+00,,{4F86B582-0D76-4015-AD96-BDBF63F49639},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152463,,0
Primary Route,11040042,3868.2089,3950.3296,2019/01/01 00:00:00+00,,{F66437F1-A1D5-451C-AD28-9AA0AB3BA46D},NO ERROR,,,RH,2020/09/21 13:00:57+00,,152464,,0
Primary Route,11040042,2911.7746,2983.2748,2019/01/01 00:00:00+00,,{1E6A99A2-3C43-4EFC-AA9B-BD1BC5EC5ED1},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152465,,0
Primary Route,11040042,3748.943,3868.2089,2019/01/01 00:00:00+00,,{93860B71-7CB4-4F5B-8D3D-52875F290D76},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152466,,0
Primary Route,11040042,5998.1304,6170.4601,2019/01/01 00:00:00+00,,{D72D7DCF-F379-433A-9C26-66084B1146C4},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152467,,0
Primary Route,11040042,4563.393,4591.4882,2019/01/01 00:00:00+00,,{7E67CCD4-66C5-4337-BA1F-6E4F95872082},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152468,,0
Primary Route,11040042,1297.4277,1322.5002,2019/01/01 00:00:00+00,,{09BAC817-BCB4-41AE-A04D-07CF4B07CB6C},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152469,,0
Primary Route,11040042,7545.0472,7594.7709,2019/01/01 00:00:00+00,,{9408F509-936F-44D7-B38E-33F27467499D},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152470,,0
Primary Route,11040042,5194.3071,5313.5152,2019/01/01 00:00:00+00,,{4D972CCF-6E30-4EE6-8C55-75272AB57C37},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152471,,0
Primary Route,11040042,302.9705,414.0215,2019/01/01 00:00:00+00,,{8EE7B408-8C50-4AB5-8CC5-79D2028A1FC1},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152472,,0
Primary Route,11040042,1425.0473,1534.2094,2019/01/01 00:00:00+00,,{F714843A-7127-4B52-A4BE-169A5D322202},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152473,,0
Primary Route,11040042,2623.0853,2678.3294,2019/01/01 00:00:00+00,,{80A9B159-49EF-4A47-8D62-30E32AD6807C},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152474,,0
Primary Route,11040042,5444.9525,5576.1573,2019/01/01 00:00:00+00,,{5B080AC0-A10D-4755-BBC2-B0C0614E8680},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152475,,0
Primary Route,11040042,1665.5096,1760.0417,2019/01/01 00:00:00+00,,{FEA79C08-5AC2-4DA6-AB6B-7ABD146D1E2D},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152476,,0
Primary Route,11040042,7638.6554,7652.4874,2019/01/01 00:00:00+00,,{5CCE09EF-F1DD-4A84-8AA3-0BE542EC6131},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152477,,0
Primary Route,11040042,0,166.3103,2019/01/01 00:00:00+00,,{6D203D8A-D889-455D-8124-CF2622630FB4},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152478,,0
Primary Route,11040042,2382.667,2503.1147,2019/01/01 00:00:00+00,,{AB7DC7EF-2654-4B3F-9332-0FE743492133},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152479,,0
Primary Route,11040042,5033.9863,5052.7007,2019/01/01 00:00:00+00,,{B110F67D-9A56-41D1-887A-55E71696D437},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152480,,0
Primary Route,11040042,4353.3995,4472.6798,2019/01/01 00:00:00+00,,{7AE9FC47-9CED-4E70-A261-C0A518F4940C},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152481,,0
Primary Route,11040042,3225.1733,3345.5938,2019/01/01 00:00:00+00,,{B4428A7D-E061-4FC1-A2F4-727409552567},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152482,,0
Primary Route,11040042,1534.2094,1598.9866,2019/01/01 00:00:00+00,,{6CCEC5ED-005C-4481-B14F-6DC131CE02DF},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152483,,0
Primary Route,11040042,5854.0599,5892.8985,2019/01/01 00:00:00+00,,{B2321442-FA7D-4805-B83C-C1D4B1CE2309},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152484,,0
Primary Route,11040042,2744.001,2864.1929,2019/01/01 00:00:00+00,,{8691FB27-DF14-4E40-97E9-10E65CB6009F},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152485,,0
Primary Route,11040042,1939.0352,1956.5555,2019/01/01 00:00:00+00,,{D1B7FA1E-C428-44C9-B114-7754E21BB473},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152486,,0
Primary Route,11040042,2116.9149,2175.938,2019/01/01 00:00:00+00,,{05050A94-A3A0-4646-80CF-6A58BD1E83F4},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152487,,0
Primary Route,11040042,5892.8985,5998.1304,2019/01/01 00:00:00+00,,{1E75F0DE-1077-48A5-B99A-F313BDE564CA},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152488,,0
Primary Route,11040042,7347.19,7422.2175,2019/01/01 00:00:00+00,,{2F32F5E8-C7CB-4313-85B0-5C5262EA5440},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152489,,0
Primary Route,11040042,882.3479,951.9195,2019/01/01 00:00:00+00,,{8FCDB2C1-2D67-426A-B88B-84D949234DEC},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152490,,0
Primary Route,11040042,2678.3294,2744.001,2019/01/01 00:00:00+00,,{A815A66B-66FC-4841-9AC8-18B13D9C58AC},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152491,,0
Primary Route,11040042,7279.8418,7347.19,2019/01/01 00:00:00+00,,{963D7636-220F-48D5-98A8-80C66C59C4F3},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152492,,0
Primary Route,11040042,3345.5938,3464.8844,2019/01/01 00:00:00+00,,{B5A4C94B-F79D-44A0-917C-B6720E388DE3},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152493,,0
Primary Route,11040042,1266.3874,1297.4277,2019/01/01 00:00:00+00,,{5CABC1C8-10E1-4A0D-8496-ACB2A33DA6A9},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152494,,0
Primary Route,11040042,6409.2977,6653.6786,2019/01/01 00:00:00+00,,{1E6420CB-5379-4F2A-AC51-1966742556B3},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152495,,0
Primary Route,11040042,7051.9601,7279.8418,2019/01/01 00:00:00+00,,{AD363B0E-D091-4927-B0E7-312900160A84},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152496,,0
Primary Route,11040042,2239.3517,2382.667,2019/01/01 00:00:00+00,,{49C353B0-D4B9-4E0A-A47E-30B5A7AC0542},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152497,,0
Primary Route,11040042,5052.7007,5194.3071,2019/01/01 00:00:00+00,,{599D59BA-D77D-41D6-A11C-53D532C86E9F},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152498,,0
Primary Route,11040042,2175.938,2239.3517,2019/01/01 00:00:00+00,,{2B57D387-421D-40AE-B4E5-3A5FBC6DD169},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152499,,0
Primary Route,11040042,3987.1919,4103.073,2019/01/01 00:00:00+00,,{A3608575-CEBD-4EA4-AFFC-C8DEB90F3877},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152500,,0
Primary Route,11040042,6895.5051,6931.166,2019/01/01 00:00:00+00,,{DBE518E7-0C39-4FB0-9BD6-8A9459E53546},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152501,,0
Primary Route,11040042,4591.4882,4710.5973,2019/01/01 00:00:00+00,,{3C94C42E-8053-496F-A7D9-1C0D911BA475},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152502,,0
Primary Route,11040042,676.4184,882.3479,2019/01/01 00:00:00+00,,{0FB374E7-5A68-46B2-A2BB-74E21D19136F},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152503,,0
Primary Route,11040042,7422.2175,7545.0472,2019/01/01 00:00:00+00,,{9B350BC9-81A2-447E-8CD9-CA7AD6B684FE},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152504,,0
Primary Route,11040042,1869.2304,1939.0352,2019/01/01 00:00:00+00,,{A3DA2E16-0E5B-4A42-87F7-287EA694E8C7},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152505,,0
Primary Route,11040042,3104.6162,3225.1733,2019/01/01 00:00:00+00,,{69998A13-6853-4F92-A5C1-17195857C562},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152506,,0
Primary Route,11040042,2035.5969,2116.9149,2019/01/01 00:00:00+00,,{0B0C389E-78DA-49C1-AC0B-A9C3F1BCD7A5},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152507,,0
Primary Route,11040042,5576.1573,5704.7432,2019/01/01 00:00:00+00,,{10138209-7C50-4613-BF98-33B9EC2B0FBD},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152508,,0
Primary Route,11040042,991.6663,1060.2102,2019/01/01 00:00:00+00,,{0D5BF1C6-03C0-4234-AC37-629F84DE2298},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152509,,0
Primary Route,11040042,1760.0417,1846.1542,2019/01/01 00:00:00+00,,{DB2AA180-8071-4682-A6C9-95DF2DFFB5AB},NO ERROR,,,RH,2020/09/21 13:00:58+00,,152510,,0
Primary Route,11040042,522.5542,676.4184,2019/01/01 00:00:00+00,,{B53A9F20-E6B9-4041-8040-CB7719C01EFE},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152511,,0
Primary Route,11040042,6653.6786,6817.9869,2019/01/01 00:00:00+00,,{4F13BA42-3CB8-4F01-95CB-BCD624E88FBE},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152512,,0
Primary Route,11040042,5313.5152,5444.9525,2019/01/01 00:00:00+00,,{2F8967DC-569D-4C73-AB46-0B0834AB9750},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152513,,0
Primary Route,11040042,7594.7709,7638.6554,2019/01/01 00:00:00+00,,{60C3DF34-180F-4730-ACC2-79CC5EB4E0D8},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152514,,0
Primary Route,11040042,5704.7432,5732.2226,2019/01/01 00:00:00+00,,{CA84B71B-4E0F-4CC3-B808-C1EF8CB6921B},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152515,,0
Primary Route,11040042,1156.7749,1170.4817,2019/01/01 00:00:00+00,,{494ADDFB-88A6-41B0-9188-227434D99AD1},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152516,,0
Primary Route,11040042,1956.5555,1999.1938,2019/01/01 00:00:00+00,,{CAEE85CC-DFE8-431D-9737-1A425068B8EC},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152517,,0
Primary Route,11040042,1222.314,1266.3874,2019/01/01 00:00:00+00,,{3464A73B-9C46-475C-9F44-6F38DB25755F},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152518,,0
Primary Route,11040042,6931.166,7051.9601,2019/01/01 00:00:00+00,,{0626E234-4F3E-4401-B2FB-BBC9BF2E3505},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152519,,0
Primary Route,11040042,1846.1542,1869.2304,2019/01/01 00:00:00+00,,{211BF1B5-27C3-4940-A38C-080C95C29862},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152520,,0
Primary Route,11040042,3950.3296,3987.1919,2019/01/01 00:00:00+00,,{E6C61235-5C01-40A5-A73D-FC6BC0B69796},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152521,,0
Primary Route,11040042,4710.5973,5006.6981,2019/01/01 00:00:00+00,,{AF4F74BB-6B9B-4C8C-B0E5-D0F63A7BCD35},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152522,,0
Primary Route,11040042,1650.4566,1665.5096,2019/01/01 00:00:00+00,,{06323963-1305-444A-A7F1-342EB75C0FE0},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152523,,0
Primary Route,11040042,2864.1929,2911.7746,2019/01/01 00:00:00+00,,{C0FB36FF-12E1-45BA-8281-F0E72364F47E},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152524,,0
Primary Route,11040042,1101.3956,1156.7749,2019/01/01 00:00:00+00,,{E98041C6-B18A-487E-A84B-526F075ABD9D},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152525,,0
Primary Route,11040042,6268.6059,6409.2977,2019/01/01 00:00:00+00,,{0D128841-D6B2-4512-814F-AECB1D3AA2C6},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152526,,0
Primary Route,11040042,1060.2102,1101.3956,2019/01/01 00:00:00+00,,{B21D7E5A-638B-4449-BAFF-F64A7CCBF0A1},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152527,,0
Primary Route,11040042,4472.6798,4563.393,2019/01/01 00:00:00+00,,{DFB7DF78-21DE-4632-B4B1-3FCDABF57AE3},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152528,,0
Primary Route,11040042,951.9195,991.6663,2019/01/01 00:00:00+00,,{09046FB7-5D96-4BD8-BFA0-0D238A55FB9E},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152529,,0
Primary Route,11040042,414.0215,522.5542,2019/01/01 00:00:00+00,,{D146B6D0-5B9F-4701-A868-C6964920D632},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152530,,0
Primary Route,11040042,3464.8844,3583.901,2019/01/01 00:00:00+00,,{BB5DC520-1F73-4AC5-B4B7-618E9263B958},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152531,,0
Primary Route,11040042,6170.4601,6268.6059,2019/01/01 00:00:00+00,,{F68134A4-87FF-4B8B-95AD-E1EE0BB4485E},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152532,,0
Primary Route,11040042,2503.1147,2623.0853,2019/01/01 00:00:00+00,,{13D2DE8A-6B77-4F51-9574-A9C24E46D8BA},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152533,,0
Primary Route,11040042,1322.5002,1425.0473,2019/01/01 00:00:00+00,,{516CE0EB-52BF-41F3-9A9F-DBD4101B4231},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152534,,0
Primary Route,11040042,5006.6981,5033.9863,2019/01/01 00:00:00+00,,{877C7D91-426B-4BD6-9A74-9522BF134758},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152535,,0
Primary Route,11040042,3666.0084,3748.943,2019/01/01 00:00:00+00,,{AFB4520A-2974-4B7F-8FEF-EC64B6F929A7},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152536,,0
Primary Route,11040042,1598.9866,1650.4566,2019/01/01 00:00:00+00,,{FEBF7074-8D39-446E-9983-89617304CEBE},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152537,,0
Primary Route,11040042,6817.9869,6895.5051,2019/01/01 00:00:00+00,,{2C408367-058F-4E69-88B7-A204D74D21BF},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152538,,0
Primary Route,11040042,4103.073,4234.3607,2019/01/01 00:00:00+00,,{438AEF66-8CDC-431E-86BA-0999A49A0B27},NO ERROR,,,RH,2020/09/21 13:00:59+00,,152539,,0
