NAME,ROUTEID,FROMMEASURE,TOMEASURE,FROMDATE,TODATE,EVENTID,LOCERROR,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,SE_ANNO_CAD_DATA,OBJECTID,SHAPE,SHAPELEN,TRUCK_BREAK_OFF,LABEL
Primary Route,0.025974025974025976,0.30115792546462977,0.3124331680762127,0.5174270331538677,0.0,{F19B2EE3-38C8-4AE6-AF03-E29BD77CB03D},NO ERROR,,,RH,3.1304203673698794e-08,,152192,,0,0.0,0
Primary Route,0.2012987012987013,0.8776880412571763,0.8872363176825119,0.5174270331538677,0.0,{7979BFAB-07B8-44D9-B870-77E98F25A507},NO ERROR,,,RH,1.4608627196821544e-07,,152753,,0,1.0,1
Primary Route,0.33116883116883117,0.0,0.006999125109361329,0.5174270331538677,0.0,{1BA29285-411A-48A4-B800-550D6949099D},NO ERROR,,,RH,1.9825994002076186e-07,,152994,,0,0.0,1
Primary Route,0.8506493506493507,0.08173591515033571,0.09137746670555069,0.5174270331538677,0.0,{6E6A93D8-DD57-41A1-805B-9D9B659F01F8},NO ERROR,,,RH,5.113019447833267e-07,,153759,,0,0.0,1
Primary Route,0.9480519480519481,0.03590541986961176,0.07611548556430446,0.5174270331538677,0.0,{5B7D3D52-C32A-4D86-B31C-A8C7BCC9DF69},NO ERROR,,,RH,0.6319807845634067,,154070,,0,1.0,0
Primary Route,0.19480519480519481,0.05273912620414518,0.05881209293282784,0.5174270331538677,0.0,{61770580-293D-45A9-97CB-8792931A1AB5},NO ERROR,,,RH,1.3565153622607795e-07,,152449,,0,1.0,1
Primary Route,0.34415584415584416,0.21971392429697384,0.2409837659181491,0.5174270331538677,0.0,{5FE12E51-6300-4522-A0EF-4518774E6AE5},NO ERROR,,,RH,1.9825994002076186e-07,,153013,,0,1.0,1
Primary Route,0.24025974025974028,0.34017709448282574,0.36939826966073686,0.5174270331538677,0.0,{E9E6EBBB-CF52-4E1F-ADDD-30A1B9930FAD},NO ERROR,,,RH,1.6695573989977675e-07,,152861,,0,1.0,0
Primary Route,0.03246753246753247,0.3321981122895787,0.3334305434042967,0.5174270331538677,0.0,{8DCD9335-D8BE-408F-B34B-90EAB8C5D797},NO ERROR,,,RH,4.1738935863122606e-08,,152018,,0,1.0,1
Primary Route,0.8896103896103896,0.6141870195582368,0.6190337318946243,0.5174270331538677,0.0,{2A89BFEF-7854-4E25-831D-058231A380FE},NO ERROR,,,RH,5.217366769727505e-07,,153785,,0,1.0,1
Primary Route,0.9090909090909092,0.1749537802860757,0.4663167104111986,0.5174270331538677,0.0,{C4C68D4B-FDC1-4E9B-8ED4-61EF03B0AC87},NO ERROR,,,RH,5.217366769727505e-07,,153796,,0,1.0,0
Primary Route,0.012987012987012988,0.04923615841198794,0.06124234470691163,0.5174270331538677,0.0,{556E15EE-C047-4EF4-98C5-F17B3193E41A},NO ERROR,,,RH,1.0434735742137491e-08,,152109,,0,0.0,1
Primary Route,0.7727272727272728,0.48224189938698064,0.4846894138232721,0.5174270331538677,0.0,{14EA9957-7B9F-4823-9A5B-FDA250BB7F5D},NO ERROR,,,RH,4.799977446623416e-07,,153856,,0,0.0,1
Primary Route,0.26623376623376627,0.4006032888975382,0.42140565762613,0.5811844715216772,0.0,{C53E4B93-2176-4C44-AA0A-AAF1A9AEFFB3},NO ERROR,,,RH,1.7739047208920056e-07,,152691,,0,0.0,0
Primary Route,0.6233766233766234,0.2887029288702929,0.307281034315155,0.5174270331538677,0.0,{B1C4CE81-3585-4E57-9AA8-4B05A6C67F27},NO ERROR,,,RH,3.9651987648881004e-07,,153478,,0,0.0,0
Primary Route,0.6233766233766234,0.17300768706821057,0.17517254787595993,0.5174270331538677,0.0,{3ABEDC3E-B385-445E-911E-668F2CBA7C40},NO ERROR,,,RH,3.9651987648881004e-07,,153463,,0,1.0,1
Primary Route,0.8636363636363636,0.0,0.014484300573539418,0.5174270331538677,0.0,{99730D89-3C8D-4EA7-84DF-436B9FD2959D},NO ERROR,,,RH,5.217366769727505e-07,,153808,,0,0.0,0
Primary Route,0.16883116883116883,0.21251337939087284,0.22883250704773014,0.9385094927741564,0.0,{36E449F9-AD7E-4C65-82A0-129423198C46},NO ERROR,,,RH,0.7727455591234929,,152612,,0,0.0,0
Primary Route,0.3961038961038961,0.2021990853361876,0.21007096335180322,0.9716633607254179,0.0,{DA81747E-A99C-4152-8DA5-035ED7E4E630},NO ERROR,,,RH,1.0,,152888,,0,1.0,1
Primary Route,0.03246753246753247,0.549090201420648,0.5515699426460581,0.5174270331538677,0.0,{230499BD-658C-4D04-9DAE-5144CB489833},NO ERROR,,,RH,4.1738935863122606e-08,,152009,,0,1.0,0
Primary Route,0.03246753246753247,0.3555512309039603,0.36249635462233887,0.5174270331538677,0.0,{53D00FF8-6B48-47C2-87C7-D5F7BB510562},NO ERROR,,,RH,4.1738935863122606e-08,,151693,,0,0.0,1
Primary Route,0.25974025974025977,0.08465505497713341,0.09108583649266064,0.5174270331538677,0.0,{DBAB6C2D-FFAA-40B5-9944-1E8D48205712},NO ERROR,,,RH,1.7739047208920056e-07,,152671,,0,0.0,1
Primary Route,0.551948051948052,0.13739418118127858,0.14124623310975015,0.5174270331538677,0.0,{9089EF50-832D-48AF-AAF0-F28AE042D367},NO ERROR,,,RH,3.7565040855724874e-07,,153366,,0,1.0,0
Primary Route,0.03246753246753247,0.853361876033862,0.8601147078837367,0.5174270331538677,0.0,{4A2009E8-4964-4065-9032-60806AF3D8FF},NO ERROR,,,RH,4.1738935863122606e-08,,151690,,0,0.0,1
Primary Route,0.0,0.09516395835360514,0.10984738018858753,0.5174270331538677,0.0,{7A58A535-0955-46A4-8D4B-7175D43AD507},NO ERROR,,,RH,0.0,,152068,,0,0.0,1
Primary Route,0.6883116883116883,0.13097207356232363,0.13978808204529988,0.8053272881836211,0.0,{290C2833-D12C-4A10-BADB-584E3BD4C85B},NO ERROR,RH,2021/10/13 17:00:14+00,RH,0.8602829144260866,,154122,,0,0.0,0
Primary Route,0.8896103896103896,0.6541792351853654,0.6625838436862058,0.5174270331538677,0.0,{95CB7E88-1F89-4D33-9C29-2A18FEC221B4},NO ERROR,,,RH,5.217366769727505e-07,,153770,,0,1.0,1
Primary Route,0.025974025974025976,0.5467548895592099,0.5576941771167493,0.5174270331538677,0.0,{226130E9-FD63-4631-A154-A2AE0D2E68A2},NO ERROR,,,RH,2.0869467931561303e-08,,152173,,0,1.0,0
Primary Route,0.16883116883116883,0.343680062274983,0.35423349859045394,0.9385094927741564,0.0,{94B0698C-CC85-497D-9104-323EECD03A5D},NO ERROR,,,RH,0.7727455591234929,,152616,,0,0.0,0
Primary Route,0.29870129870129875,0.0061301936362751774,0.010693107805968698,0.5174270331538677,0.0,{7B79C721-13EA-4A03-A212-A4B4D91C856B},NO ERROR,,,RH,1.8782520427862437e-07,,152947,,0,1.0,0
Primary Route,0.4155844155844156,0.023839641918847913,0.04063380966268105,0.5174270331538677,0.0,{A07ECC4B-908B-4FE8-ABD4-694D01297DFA},NO ERROR,,,RH,3.234767405047023e-07,,152900,,0,1.0,0
